# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/cordon_jc/prosite_alignments_for_logos/hmmer_hhm/PS00108.msa.hmm
# target sequence database:        /home/cordon_jc/kinases_IPR000719 (2).fasta
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PS00108  [M=13]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence                                          Description
   1 !   22.0   0.3   1.5e-05     2e-05       1      13 []     161     173 ..     161     173 .. 0.93

  Alignments for each domain:
  == domain 1  score: 22.0 bits;  conditional E-value: 1.5e-05
                          PS00108   1 iiHRDlKPeNiLl 13 
                                      + HRD+KPeN+Ll
  Q5KQF5|reviewed|CBL-interacting 161 VFHRDIKPENLLL 173
                                      67**********8 PP

>> Q255D2|reviewed|Serine/threonine-protein  kinase PknD|taxID:264202
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.5   2.6   2.2e-05   2.9e-05       1      13 []     134     146 ..     134     146 .. 0.96

  Alignments for each domain:
  == domain 1  score: 21.5 bits;  conditional E-value: 2.2e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRDlKP+NiLl
  Q255D2|reviewed|Serine/threonine-protein 134 ILHRDLKPDNILL 146
                                               89**********8 PP

>> Q9LDT0|reviewed|Putative  cysteine-rich receptor-like protein kinase 30|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.6   1.6e-05   2.2e-05       1      13 []     470     482 ..     470     482 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.6e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               iiHRD+K +NiLl
  Q9LDT0|reviewed|Putative 470 IIHRDIKASNILL 482
                               9***********8 PP

>> Q3E9X6|reviewed|Cysteine-rich  receptor-like protein kinase 21|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.1   0.4   1.4e-05   1.9e-05       1      13 []     484     496 ..     484     496 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.1 bits;  conditional E-value: 1.4e-05
                        PS00108   1 iiHRDlKPeNiLl 13 
                                    iiHRDlK +NiLl
  Q3E9X6|reviewed|Cysteine-rich 484 IIHRDLKASNILL 496
                                    9***********8 PP

>> Q6QNM1|reviewed|Casein  kinase I|taxID:5811
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.0   0.9   7.4e-06   9.9e-06       1      13 []     124     136 ..     124     136 .. 0.95

  Alignments for each domain:
  == domain 1  score: 23.0 bits;  conditional E-value: 7.4e-06
                 PS00108   1 iiHRDlKPeNiLl 13 
                             +iHRD+KP+N+L+
  Q6QNM1|reviewed|Casein 124 FIHRDIKPDNFLI 136
                             7***********7 PP

>> Q9FIJ6|reviewed|Serine/threonine-protein  kinase-like protein CCR4|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.4   1.6e-05   2.2e-05       1      13 []     575     587 ..     575     587 .. 0.96

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.6e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               +iHRD+K++NiLl
  Q9FIJ6|reviewed|Serine/threonine-protein 575 VIHRDIKSSNILL 587
                                               8***********8 PP

>> O94737|reviewed|Mitogen-activated  protein kinase 1|taxID:4754
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.6     2e-05   2.7e-05       1      13 []     145     157 ..     145     157 .. 0.94

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+L+
  O94737|reviewed|Mitogen-activated 145 VLHRDLKPSNLLI 157
                                        79**********7 PP

>> P32865|reviewed|G  protein-coupled receptor kinase 1|taxID:7227
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.2     2e-05   2.7e-05       1      13 []     314     326 ..     314     326 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2e-05
            PS00108   1 iiHRDlKPeNiLl 13 
                        i++RDlKP+NiLl
  P32865|reviewed|G 314 IVYRDLKPANILL 326
                        9***********8 PP

>> Q2QQR2|reviewed|Calcium-dependent  protein kinase 27|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.8   0.1   1.7e-05   2.4e-05       1      13 []     270     282 ..     270     282 .. 0.92

  Alignments for each domain:
  == domain 1  score: 21.8 bits;  conditional E-value: 1.7e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKPeN+L+
  Q2QQR2|reviewed|Calcium-dependent 270 VMHRDLKPENFLF 282
                                        79*********96 PP

>> P32023|reviewed|cGMP-dependent  protein kinase, isozyme 2 forms cD5/T2|taxID:7227
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.4   1.7e-05   2.2e-05       1      13 []     743     755 ..     743     755 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.7e-05
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     ii+RDlKPeN+Ll
  P32023|reviewed|cGMP-dependent 743 IIYRDLKPENLLL 755
                                     9***********8 PP

>> Q3UTQ8|reviewed|Cyclin-dependent  kinase-like 5|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.0   1.0   7.4e-06     1e-05       1      13 []     131     143 ..     131     143 .. 0.96

  Alignments for each domain:
  == domain 1  score: 23.0 bits;  conditional E-value: 7.4e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i+HRD+KPeN+L+
  Q3UTQ8|reviewed|Cyclin-dependent 131 IVHRDIKPENLLI 143
                                       9***********7 PP

>> P21708|reviewed|Mitogen-activated  protein kinase 3|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.6   2.1e-05   2.8e-05       1      13 []     163     175 ..     163     175 .. 0.94

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2.1e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+L+
  P21708|reviewed|Mitogen-activated 163 VLHRDLKPSNLLI 175
                                        79**********7 PP

>> Q63844|reviewed|Mitogen-activated  protein kinase 3|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.6   2.1e-05   2.8e-05       1      13 []     163     175 ..     163     175 .. 0.94

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2.1e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+L+
  Q63844|reviewed|Mitogen-activated 163 VLHRDLKPSNLLI 175
                                        79**********7 PP

>> P27361|reviewed|Mitogen-activated  protein kinase 3|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.6   2.1e-05   2.8e-05       1      13 []     162     174 ..     162     174 .. 0.94

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2.1e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+L+
  P27361|reviewed|Mitogen-activated 162 VLHRDLKPSNLLI 174
                                        79**********7 PP

>> P19026|reviewed|Cell  division control protein 2 homolog 1|taxID:3888
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   23.0   0.3   7.5e-06     1e-05       1      13 []     107     119 ..     107     119 .. 0.94

  Alignments for each domain:
  == domain 1  score: 23.0 bits;  conditional E-value: 7.5e-06
               PS00108   1 iiHRDlKPeNiLl 13 
                           ++HRDlKP+N+L+
  P19026|reviewed|Cell 107 VLHRDLKPQNLLI 119
                           79**********7 PP

>> Q4P0K0|reviewed|Serine/threonine-protein  kinase ATG1|taxID:237631
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.2   0.4   1.4e-05   1.8e-05       1      13 []     161     173 ..     161     173 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.2 bits;  conditional E-value: 1.4e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRD+KP+N+Ll
  Q4P0K0|reviewed|Serine/threonine-protein 161 IVHRDIKPQNLLL 173
                                               9***********8 PP

>> Q6NLQ6|reviewed|Calcium-dependent  protein kinase 32|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.0   0.1   1.5e-05     2e-05       1      13 []     183     195 ..     183     195 .. 0.92

  Alignments for each domain:
  == domain 1  score: 22.0 bits;  conditional E-value: 1.5e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKPeN+L+
  Q6NLQ6|reviewed|Calcium-dependent 183 VMHRDLKPENFLF 195
                                        79*********96 PP

>> Q8BG48|reviewed|Serine/threonine-protein  kinase 17B|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.1   0.6   2.9e-05   3.8e-05       1      13 []     154     166 ..     154     166 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.1 bits;  conditional E-value: 2.9e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+H DlKP+NiLl
  Q8BG48|reviewed|Serine/threonine-protein 154 IVHLDLKPQNILL 166
                                               9***********8 PP

>> Q2PJ68|reviewed|Serine/threonine-protein  kinase sgk-1|taxID:6239
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.9   0.4   7.6e-06     1e-05       1      13 []     255     267 ..     255     267 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.9 bits;  conditional E-value: 7.6e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               ii+RDlKPeN+Ll
  Q2PJ68|reviewed|Serine/threonine-protein 255 IIYRDLKPENLLL 267
                                               9***********8 PP

>> A8XNJ6|reviewed|Serine/threonine-protein  kinase sgk-1|taxID:6238
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.9   0.4   7.6e-06     1e-05       1      13 []     256     268 ..     256     268 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.9 bits;  conditional E-value: 7.6e-06
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               ii+RDlKPeN+Ll
  A8XNJ6|reviewed|Serine/threonine-protein 256 IIYRDLKPENLLL 268
                                               9***********8 PP

>> O76039|reviewed|Cyclin-dependent  kinase-like 5|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.9   1.0   7.6e-06     1e-05       1      13 []     131     143 ..     131     143 .. 0.96

  Alignments for each domain:
  == domain 1  score: 22.9 bits;  conditional E-value: 7.6e-06
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i+HRD+KPeN+L+
  O76039|reviewed|Cyclin-dependent 131 IVHRDIKPENLLI 143
                                       9***********7 PP

>> Q9CAL3|reviewed|Cysteine-rich  receptor-like protein kinase 2|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.0   0.6   1.5e-05     2e-05       1      13 []     446     458 ..     446     458 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.0 bits;  conditional E-value: 1.5e-05
                        PS00108   1 iiHRDlKPeNiLl 13 
                                    iiHRD+K +NiLl
  Q9CAL3|reviewed|Cysteine-rich 446 IIHRDIKASNILL 458
                                    9***********8 PP

>> Q9T058|reviewed|G-type  lectin S-receptor-like serine/threonine-protein kinase At4g11900|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.8   0.4   1.8e-05   2.4e-05       1      13 []     658     670 ..     658     670 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.8 bits;  conditional E-value: 1.8e-05
                 PS00108   1 iiHRDlKPeNiLl 13 
                             iiHRDlK +NiLl
  Q9T058|reviewed|G-type 658 IIHRDLKASNILL 670
                             9***********8 PP

>> P80192|reviewed|Mitogen-activated  protein kinase kinase kinase 9|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.7     2e-05   2.7e-05       1      13 []     264     276 ..     264     276 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        iiHRDlK++NiL+
  P80192|reviewed|Mitogen-activated 264 IIHRDLKSSNILI 276
                                        9***********8 PP

>> P93050|reviewed|Probable  LRR receptor-like serine/threonine-protein kinase RKF3|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.1   0.6   1.4e-05   1.9e-05       1      13 []     408     420 ..     408     420 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.1 bits;  conditional E-value: 1.4e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               iiHRD+K +NiLl
  P93050|reviewed|Probable 408 IIHRDIKASNILL 420
                               9***********8 PP

>> Q12706|reviewed|Serine/threonine-protein  kinase psk1|taxID:284812
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.5   0.1   2.2e-05     3e-05       1      13 []     211     223 ..     211     223 .. 0.96

  Alignments for each domain:
  == domain 1  score: 21.5 bits;  conditional E-value: 2.2e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i++RDlKPeN Ll
  Q12706|reviewed|Serine/threonine-protein 211 IVYRDLKPENCLL 223
                                               9***********8 PP

>> Q9FIL7|reviewed|Calmodulin-binding  receptor-like cytoplasmic kinase 1|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   22.0   0.7   1.5e-05     2e-05       1      13 []     269     281 ..     269     281 .. 0.97

  Alignments for each domain:
  == domain 1  score: 22.0 bits;  conditional E-value: 1.5e-05
                             PS00108   1 iiHRDlKPeNiLl 13 
                                         iiHRD+K +NiL+
  Q9FIL7|reviewed|Calmodulin-binding 269 IIHRDIKASNILI 281
                                         9***********8 PP

>> Q54QV3|reviewed|Probable  serine/threonine-protein kinase yakA|taxID:44689
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.8   1.2   1.8e-05   2.4e-05       1      13 []     328     340 ..     328     340 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.8 bits;  conditional E-value: 1.8e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               iiH+DlKPeNiLl
  Q54QV3|reviewed|Probable 328 IIHCDLKPENILL 340
                               9***********8 PP

>> Q75GE8|reviewed|Calcium-dependent  protein kinase 8|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.1     2e-05   2.7e-05       1      12 [.     184     195 ..     184     196 .. 0.92

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2e-05
                            PS00108   1 iiHRDlKPeNiL 12 
                                        ++HRDlKPeN+L
  Q75GE8|reviewed|Calcium-dependent 184 VMHRDLKPENFL 195
                                        79*********9 PP

>> Q40518|reviewed|Shaggy-related  protein kinase NtK-1|taxID:4097
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.5   0.1   2.2e-05     3e-05       1      13 []     194     206 ..     194     206 .. 0.94

  Alignments for each domain:
  == domain 1  score: 21.5 bits;  conditional E-value: 2.2e-05
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     ++HRD+KP+N+L+
  Q40518|reviewed|Shaggy-related 194 VCHRDIKPQNLLV 206
                                     79*********97 PP

>> Q7XIM0|reviewed|Calcium-dependent  protein kinase 17|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.1   1.6e-05   2.2e-05       1      13 []     226     238 ..     226     238 .. 0.92

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.6e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKPeN+L+
  Q7XIM0|reviewed|Calcium-dependent 226 VMHRDLKPENFLF 238
                                        79*********96 PP

>> P50527|reviewed|Serine/threonine-protein  kinase shk1/pak1|taxID:284812
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   1.3   2.1e-05   2.8e-05       1      13 []     501     513 ..     501     513 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2.1e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRD+K++NiLl
  P50527|reviewed|Serine/threonine-protein 501 IVHRDIKSDNILL 513
                                               9***********8 PP

>> P16912|reviewed|cAMP-dependent  protein kinase catalytic subunit 3|taxID:7227
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.6   0.3     2e-05   2.7e-05       1      13 []     393     405 ..     393     405 .. 0.96

  Alignments for each domain:
  == domain 1  score: 21.6 bits;  conditional E-value: 2e-05
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     i++RDlKPeN+L+
  P16912|reviewed|cAMP-dependent 393 IVYRDLKPENLLI 405
                                     9***********7 PP

>> Q9ZR08|reviewed|G-type  lectin S-receptor-like serine/threonine-protein kinase At4g03230|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.8   0.5   1.8e-05   2.4e-05       1      13 []     653     665 ..     653     665 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.8 bits;  conditional E-value: 1.8e-05
                 PS00108   1 iiHRDlKPeNiLl 13 
                             iiHRDlK +NiLl
  Q9ZR08|reviewed|G-type 653 IIHRDLKTSNILL 665
                             9***********8 PP

>> Q5UQ78|reviewed|Putative  serine/threonine-protein kinase R517/R518|taxID:212035
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.2   1.1   2.6e-05   3.5e-05       2      13 .]     137     148 ..     136     148 .. 0.94

  Alignments for each domain:
  == domain 1  score: 21.2 bits;  conditional E-value: 2.6e-05
                   PS00108   2 iHRDlKPeNiLl 13 
                               iHRD+KP NiLl
  Q5UQ78|reviewed|Putative 137 IHRDIKPMNILL 148
                               9**********8 PP

>> P21901|reviewed|Spermatozoon-associated  protein kinase|taxID:6500
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.8   0.4   1.8e-05   2.4e-05       2      13 .]     164     175 ..     163     175 .. 0.93

  Alignments for each domain:
  == domain 1  score: 21.8 bits;  conditional E-value: 1.8e-05
                                  PS00108   2 iHRDlKPeNiLl 13 
                                              ++RDlKPeNiLl
  P21901|reviewed|Spermatozoon-associated 164 LYRDLKPENILL 175
                                              7**********8 PP

>> Q9CAL8|reviewed|Proline-rich  receptor-like protein kinase PERK13|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.6   1.6e-05   2.2e-05       1      13 []     473     485 ..     473     485 .. 0.97

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.6e-05
                       PS00108   1 iiHRDlKPeNiLl 13 
                                   iiHRD+K++NiLl
  Q9CAL8|reviewed|Proline-rich 473 IIHRDIKSANILL 485
                                   9***********8 PP

>> B0BBT2|reviewed|Serine/threonine-protein  kinase PknD|taxID:471473
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.5   1.7   2.2e-05   2.9e-05       1      13 []     134     146 ..     134     146 .. 0.95

  Alignments for each domain:
  == domain 1  score: 21.5 bits;  conditional E-value: 2.2e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               ++HRDlKP+NiLl
  B0BBT2|reviewed|Serine/threonine-protein 134 VLHRDLKPDNILL 146
                                               79**********8 PP

>> P0DPS9|reviewed|Serine/threonine-protein  kinase PknD|taxID:471472
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.5   1.7   2.2e-05   2.9e-05       1      13 []     134     146 ..     134     146 .. 0.95

  Alignments for each domain:
  == domain 1  score: 21.5 bits;  conditional E-value: 2.2e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               ++HRDlKP+NiLl
  P0DPS9|reviewed|Serine/threonine-protein 134 VLHRDLKPDNILL 146
                                               79**********8 PP

>> Q9GRU1|reviewed|Mitogen-activated  protein kinase 4|taxID:5665
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.7   0.1   1.9e-05   2.6e-05       1      13 []     152     164 ..     152     164 .. 0.93

  Alignments for each domain:
  == domain 1  score: 21.7 bits;  conditional E-value: 1.9e-05
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+L+
  Q9GRU1|reviewed|Mitogen-activated 152 VMHRDLKPSNLLV 164
                                        79*********97 PP

>> P0DPS8|reviewed|Serine/threonine-protein  kinase PknD|taxID:272561
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.5   1.7   2.2e-05   2.9e-05       1      13 []     134     146 ..     134     146 .. 0.95

  Alignments for each domain:
  == domain 1  score: 21.5 bits;  conditional E-value: 2.2e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               ++HRDlKP+NiLl
  P0DPS8|reviewed|Serine/threonine-protein 134 VLHRDLKPDNILL 146
                                               79**********8 PP

>> Q3KM61|reviewed|Serine/threonine-protein  kinase PknD|taxID:315277
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.5   1.7   2.2e-05   2.9e-05       1      13 []     134     146 ..     134     146 .. 0.95

  Alignments for each domain:
  == domain 1  score: 21.5 bits;  conditional E-value: 2.2e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               ++HRDlKP+NiLl
  Q3KM61|reviewed|Serine/threonine-protein 134 VLHRDLKPDNILL 146
                                               79**********8 PP

>> Q4FZD7|reviewed|Inactive  serine/threonine-protein kinase PLK5|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   21.9   0.1   1.6e-05   2.2e-05       1      13 []     146     158 ..     146     158 .. 0.95

  Alignments for each domain:
  == domain 1  score: 21.9 bits;  conditional E-value: 1.6e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               i+HRDlKP+N++l
  Q4FZD7|reviewed|Inactive 146 IVHRDLKPSNFFL 158
                               9**********97 PP

>> O81905|reviewed|Receptor-like  serine/threonine-protein kinase SD1-8|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
